revision	user	date	chromosome	systematic_id	primary_name	feature_type	added_or_removed	value	db_xref	pombase_reference	pombase_comments
20110324	-	2011-03-24	II	SPBC4F6.13c		CDS	added	complement(2714424..2716646)			
20110324	-	2011-03-24	II	SPBC4F6.13c		CDS	removed	complement(2714424..2716634)			
20110324	-	2011-03-24	II	SPBC530.05		CDS	added	796583..798871			
20110324	-	2011-03-24	II	SPBC530.05		CDS	removed	796640..798871			
20110324	-	2011-03-24	II	SPBC530.12c	pdf1	CDS	added	complement(821281..823149)			
20110324	-	2011-03-24	II	SPBC530.12c	pdf1	CDS	removed	complement(821281..823092)			
20110324	-	2011-03-24	II	SPBC530.13	lsc1	CDS	added	join(824374..824534,824579..824660,824874..825011,825065..825188,825245..825747)			
20110324	-	2011-03-24	II	SPBC530.13	lsc1	CDS	removed	join(824374..824534,824579..824660,824874..824999,825083..825188,825245..825747)			
20110324	-	2011-03-24	II	SPBC56F2.11	met6	CDS	added	complement(join(4089279..4089318,4089361..4090826))			
20110324	-	2011-03-24	II	SPBC56F2.11	met6	CDS	removed	complement(4089357..4090826)			
20110324	-	2011-03-24	II	SPBC646.15c		CDS	added	complement(join(955201..955214,955257..955369,955435..955992,956037..956301,956344..956488))			
20110324	-	2011-03-24	II	SPBC646.15c		CDS	removed	complement(join(955128..955210,955257..955369,955435..955992,956070..956301,956344..956488))			
20110324	-	2011-03-24	II	SPBC651.06	mug166	CDS	added	1247484..1248188		PMID:21270388	
20110324	-	2011-03-24	II	SPBC651.06	mug166	CDS	removed	join(1247484..1248086,1248158..1248241,1248381..1248481,1248692..1248921,1248991..1249073,1249135..1249617)		PMID:21270388	
20110324	-	2011-03-24	II	SPBC660.08		CDS	added	join(209802..209825,209922..211172)			
20110324	-	2011-03-24	II	SPBC660.08		CDS	removed	209985..211172			
20110324	-	2011-03-24	II	SPBC660.11	tcg1	CDS	added	join(215144..215355,215606..215807,215861..216496)			
20110324	-	2011-03-24	II	SPBC660.11	tcg1	CDS	removed	join(215147..215355,215606..215807,215861..216496)			
20110324	-	2011-03-24	II	SPBC713.11c	pmp3	CDS	added	complement(join(887999..888142,888513..888542))			
20110324	-	2011-03-24	II	SPBC713.11c	pmp3	CDS	removed	complement(887999..888151)			
20110324	-	2011-03-24	II	SPBC725.10		CDS	added	join(1224974..1225441,1225969..1225995)			
20110324	-	2011-03-24	II	SPBC725.10		CDS	removed	1224974..1225462			
20110324	-	2011-03-24	II	SPBC776.05		CDS	added	join(3182005..3182184,3182236..3182507,3182584..3182653,3182692..3182816,3182860..3183120,3183169..3183368,3183418..3183521)			
20110324	-	2011-03-24	II	SPBC776.05		CDS	removed	join(3182005..3182184,3182236..3182507,3182584..3182653,3182692..3182816,3182860..3183120,3183166..3183368,3183418..3183521)			
20110324	-	2011-03-24	II	SPBC776.06c		CDS	added	complement(join(3183676..3183771,3183827..3185602))			
20110324	-	2011-03-24	II	SPBC776.06c		CDS	removed	complement(3183803..3185599)			
20110324	-	2011-03-24	II	SPBC776.14	plh1	CDS	added	join(3204448..3205431,3205477..3205546,3205601..3205628,3205673..3205700,3205749..3205832,3205872..3206111,3206153..3206299,3206345..3206551,3206601..3206668,3206717..3206759)			
20110324	-	2011-03-24	II	SPBC776.14	plh1	CDS	removed	join(3204448..3205431,3205477..3205568,3205673..3205700,3205749..3205811,3205872..3206111,3206153..3206299,3206345..3206551,3206601..3206668,3206717..3206759)			
20110324	-	2011-03-24	II	SPBC776.17		CDS	added	join(3211353..3211701,3211750..3212117)			
20110324	-	2011-03-24	II	SPBC776.17		CDS	removed	3211353..3212117			
20110324	-	2011-03-24	II	SPBC800.02	whi5	CDS	added	join(253148..253231,253310..253984)			
20110324	-	2011-03-24	II	SPBC800.02	whi5	CDS	removed	join(253148..253231,253352..253984)			
20110324	-	2011-03-24	II	SPBC83.01	ucp8	CDS	added	join(1510581..1510730,1510881..1511004,1511050..1513235,1513334..1513363)			
20110324	-	2011-03-24	II	SPBC83.01	ucp8	CDS	removed	join(1510581..1510730,1510881..1511004,1511050..1513430)			
20110324	-	2011-03-24	II	SPBC83.06c		CDS	added	complement(1520212..1520490)			
20110324	-	2011-03-24	II	SPBC83.06c		CDS	removed	complement(1520212..1520391)			
20110324	-	2011-03-24	II	SPBC83.11		CDS	added	join(1529220..1529314,1529377..1530631)			
20110324	-	2011-03-24	II	SPBC83.11		CDS	removed	join(1529291..1529340,1529377..1530631)			
20110324	-	2011-03-24	II	SPBC887.02		CDS	added	join(3541262..3541391,3541503..3543352,3543406..3543516)			
20110324	-	2011-03-24	II	SPBC887.02		CDS	removed	join(3541262..3541391,3541503..3543376)			
20110324	-	2011-03-24	II	SPBC887.04c	lub1	CDS	added	complement(join(3546238..3548174,3548220..3548391,3548458..3548505))			
20110324	-	2011-03-24	II	SPBC887.04c	lub1	CDS	removed	complement(join(3546238..3548159,3548220..3548391,3548458..3548505))			
20110324	-	2011-03-24	II	SPBC887.07	mrpl38	CDS	added	join(3551318..3551389,3551433..3551490,3551554..3551834)			
20110324	-	2011-03-24	II	SPBC887.07	mrpl38	CDS	removed	join(3551348..3551389,3551433..3551490,3551554..3551834)			
20110324	-	2011-03-24	II	SPBC902.05c	idh2	CDS	added	complement(join(492162..492268,492319..493083,493238..493286,493334..493480,493584..493655))			
20110324	-	2011-03-24	II	SPBC902.05c	idh2	CDS	removed	complement(join(492162..492268,492319..493083,493238..493286,493334..493477,493584..493655))			
20110324	-	2011-03-24	II	SPBC9B6.06	mrpl10	CDS	added	1822936..1823700			
20110324	-	2011-03-24	II	SPBC9B6.06	mrpl10	CDS	removed	1823038..1823700			
20110324	-	2011-03-24	II	SPBP18G5.02		CDS	added	join(2401753..2402237,2402275..2403041,2403138..2403394)			
20110324	-	2011-03-24	II	SPBP18G5.02		CDS	removed	join(2401753..2402237,2402275..2403394)			
20110324	-	2011-03-24	II	SPBP19A11.07c		CDS	added	complement(join(2868453..2868779,2868820..2868986,2869031..2869250,2869286..2869888,2869941..2870029,2870072..2870193,2870244..2870695,2870733..2870799,2870852..2870871))			
20110324	-	2011-03-24	II	SPBP19A11.07c		CDS	removed	complement(join(2868453..2868779,2868820..2868986,2869031..2869250,2869322..2869888,2869941..2870029,2870072..2870193,2870244..2870695,2870733..2870799,2870852..2870871))			
20110324	-	2011-03-24	II	SPBP23A10.16	sdh4	CDS	added	2036100..2036579			
20110324	-	2011-03-24	II	SPBP23A10.16	sdh4	CDS	removed	2036019..2036579			
20110324	-	2011-03-24	II	SPBP35G2.06c	nup131	CDS	added	complement(join(973049..974181,974223..974577,974617..975002,975044..975137,975172..976632))			
20110324	-	2011-03-24	II	SPBP35G2.06c	nup131	CDS	removed	complement(join(973049..974181,974223..974577,974647..975002,975044..975137,975172..976632))			
20110324	-	2011-03-24	II	SPBP35G2.08c	air1	CDS	added	complement(join(979529..980152,980208..980309,980359..980580))			
20110324	-	2011-03-24	II	SPBP35G2.08c	air1	CDS	removed	complement(join(979529..980152,980208..980309,980359..980574))			
20110324	-	2011-03-24	II	SPBP35G2.14		CDS	added	992872..996069			
20110324	-	2011-03-24	II	SPBP35G2.14		CDS	removed	992887..996069			
20110324	-	2011-03-24	II	SPBP4H10.15		CDS	added	join(2903085..2905816,2905857..2905881)			
20110324	-	2011-03-24	II	SPBP4H10.15		CDS	removed	join(2903103..2905816,2905857..2905881)			
20110324	-	2011-03-24	II	SPBP8B7.05c		CDS	added	complement(3641216..3642202)			
20110324	-	2011-03-24	II	SPBP8B7.05c		CDS	removed	complement(3641216..3641950)			
20110324	-	2011-03-24	II	SPBP8B7.10c		CDS	added	complement(join(3650627..3651029,3651174..3651716,3651783..3651820))			
20110324	-	2011-03-24	II	SPBP8B7.10c		CDS	removed	complement(join(3650627..3651086,3651174..3651716,3651783..3651820))			
20110324	-	2011-03-24	II	SPBPB21E7.02c		CDS	added	complement(join(60553..61107,61119..61205))		pers. comm. Val Wood	pseudo->coding
20110324	-	2011-03-24	II	SPBPB21E7.02c		CDS	removed	complement(join(60553..61094,61286..61379))		pers. comm. Val Wood	pseudo->coding
20110324	-	2011-03-24	II	SPBPB2B2.05		CDS	added	4466754..4467515			
20110324	-	2011-03-24	II	SPBPB2B2.05		CDS	removed	join(4466723..4466725,4466805..4467515)			
20110324	-	2011-03-24	II	SPBTRNAASP.03		tRNA	added	1602188..1602260			
20110324	-	2011-03-24	II	SPBTRNAASP.03		tRNA	removed	complement(1602347..1602417)			
20110324	-	2011-03-24	III	SPCC1183.01	sec15	CDS	added	join(591852..591884,591925..592086,592134..592253,592353..592791,592832..594290,594342..594435)			
20110324	-	2011-03-24	III	SPCC1183.01	sec15	CDS	removed	join(591852..591884,591925..592086,592134..592253,592353..592791,592832..594435)			
20110324	-	2011-03-24	III	SPCC1183.05c	lig4	CDS	added	complement(join(599520..599601,599654..600061,600101..600209,600247..600378,600416..600679,600728..601885,601940..602025,602065..602161,602227..602326,602367..602429,602517..602527,602572..602803))			
20110324	-	2011-03-24	III	SPCC1183.05c	lig4	CDS	removed	complement(join(599310..599379,599654..600061,600101..600209,600247..600378,600416..600679,600728..601885,601940..602161,602227..602326,602367..602429,602558..602803))			
20110324	-	2011-03-24	III	SPCC1183.09c	pmp31	CDS	added	complement(join(613283..613305,613356..613564,613628..613725))			
20110324	-	2011-03-24	III	SPCC1183.09c	pmp31	CDS	removed	complement(join(613345..613564,613628..613725))			
20110324	-	2011-03-24	III	SPCC1235.03		CDS	added	join(179039..179065,179105..180586)			
20110324	-	2011-03-24	III	SPCC1235.03		CDS	removed	179387..180586			
20110324	-	2011-03-24	III	SPCC1235.10c	sec6	CDS	added	complement(join(196809..198830,198905..198970,199029..199133,199196..199223,199279..199316))			
20110324	-	2011-03-24	III	SPCC1235.10c	sec6	CDS	removed	complement(join(196809..198830,199029..199133,199196..199223,199279..199316))			
20110324	-	2011-03-24	III	SPCC1259.12c		CDS	added	complement(join(1056598..1056737,1056787..1057191,1057239..1057880,1057925..1058213))			
20110324	-	2011-03-24	III	SPCC1259.12c		CDS	removed	complement(join(1056495..1056590,1056685..1056737,1056787..1057191,1057239..1057880,1057925..1058189))			
20110324	-	2011-03-24	III	SPCC126.09		CDS	added	join(2131761..2131780,2132309..2133458)			
20110324	-	2011-03-24	III	SPCC126.09		CDS	removed	2132202..2133458			
20110324	-	2011-03-24	III	SPCC126.15c	sec65	CDS	added	complement(join(2142679..2143055,2143109..2143373))			
20110324	-	2011-03-24	III	SPCC126.15c	sec65	CDS	removed	complement(join(2142679..2143055,2143109..2143331))			
20110324	-	2011-03-24	III	SPCC1442.12	pps1	CDS	added	join(1789596..1789717,1789805..1790036,1790320..1790683,1790767..1790771)			
20110324	-	2011-03-24	III	SPCC1442.12	pps1	CDS	removed	join(1789596..1789717,1789805..1790036,1790320..1790718)			
20110324	-	2011-03-24	III	SPCC1450.08c	wtf16	CDS	added	complement(join(1739338..1739444,1739495..1739557,1739598..1739789,1739835..1740047,1740097..1740342,1740510..1740648))			
20110324	-	2011-03-24	III	SPCC1450.08c	wtf16	CDS	removed	complement(join(1739338..1739789,1739835..1740047,1740097..1740342,1740510..1740648))			
20110324	-	2011-03-24	III	SPCC1450.15		CDS	added	join(1761207..1761248,1761635..1763077)			
20110324	-	2011-03-24	III	SPCC1450.15		CDS	removed	join(1761516..1761584,1761635..1763077)			
20110324	-	2011-03-24	III	SPCC1450.16c		CDS	added	complement(join(1763350..1763471,1763523..1765038))			
20110324	-	2011-03-24	III	SPCC1450.16c		CDS	removed	complement(1763497..1765038)			
20110324	-	2011-03-24	III	SPCC162.05	coq3	CDS	added	complement(1578220..1579044)			
20110324	-	2011-03-24	III	SPCC162.05	coq3	CDS	removed	complement(1578220..1579035)			
20110324	-	2011-03-24	III	SPCC1620.12c		CDS	added	complement(join(2167799..2169715,2169781..2169786))			
20110324	-	2011-03-24	III	SPCC1620.12c		CDS	removed	complement(2167799..2169586)			
20110324	-	2011-03-24	III	SPCC1672.04c		CDS	added	complement(join(568700..568953,569021..569089,569524..569539))			
20110324	-	2011-03-24	III	SPCC1672.04c		CDS	removed	complement(join(568700..568953,569021..569072))			
20110324	-	2011-03-24	III	SPCC16C4.15	rml2	CDS	added	join(695922..696083,696157..697083)			
20110324	-	2011-03-24	III	SPCC16C4.15	rml2	CDS	removed	join(696054..696083,696157..697083)			
20110324	-	2011-03-24	III	SPCC1739.03	hrr1	CDS	added	join(2029655..2031992,2032034..2032495,2032538..2032690,2032739..2032785)			
20110324	-	2011-03-24	III	SPCC1739.03	hrr1	CDS	removed	join(2029655..2031992,2032034..2032495,2032538..2032785)			
20110324	-	2011-03-24	III	SPCC1739.04c		CDS	added	complement(join(2033032..2033307,2033350..2033545,2033597..2033874,2033932..2034006))			
20110324	-	2011-03-24	III	SPCC1739.04c		CDS	removed	complement(join(2033032..2033545,2033597..2033874,2033932..2034006))			
20110324	-	2011-03-24	III	SPCC1795.08c	vid21	CDS	added	join(981120..981128,981211..981491,981549..984243)			
20110324	-	2011-03-24	III	SPCC1795.08c	vid21	CDS	removed	join(981120..981128,981211..981491,981576..984243)			
20110324	-	2011-03-24	III	SPCC18.06c	caf1	CDS	added	complement(1965839..1966846)			
20110324	-	2011-03-24	III	SPCC18.06c	caf1	CDS	removed	complement(1965839..1966837)			
20110324	-	2011-03-24	III	SPCC18.15		CDS	added	join(1983372..1983547,1983594..1983641,1984126..1984882)			
20110324	-	2011-03-24	III	SPCC18.15		CDS	removed	join(1983372..1983547,1984126..1984882)			
20110324	-	2011-03-24	III	SPCC1884.02	nic1	CDS	added	43845..45071			
20110324	-	2011-03-24	III	SPCC1884.02	nic1	CDS	removed	43854..45071			
20110324	-	2011-03-24	III	SPCC18B5.07c	nup61	CDS	added	complement(join(731472..732703,732752..733050,733103..733221))			
20110324	-	2011-03-24	III	SPCC18B5.07c	nup61	CDS	removed	complement(join(731472..733050,733103..733221))			
20110324	-	2011-03-24	III	SPCC1919.14c	bdp1	CDS	added	complement(join(2237547..2237788,2237833..2237980,2238019..2238668,2238719..2239210,2239256..2239286))			
20110324	-	2011-03-24	III	SPCC1919.14c	bdp1	CDS	removed	complement(join(2237547..2237788,2237833..2237980,2238019..2238668,2238719..2239202))			
20110324	-	2011-03-24	III	SPCC23B6.01c		CDS	added	complement(join(1264730..1266005,1266340..1266417,1266512..1266543,1266671..1266717,1266821..1266827))			
20110324	-	2011-03-24	III	SPCC23B6.01c		CDS	removed	complement(join(1264730..1266005,1266340..1266417,1266512..1266543,1266671..1266754))			
20110324	-	2011-03-24	III	SPCC23B6.02c		CDS	added	complement(join(1268158..1268172,1268244..1268564))			
20110324	-	2011-03-24	III	SPCC23B6.02c		CDS	removed	complement(join(1268069..1268172,1268249..1268564))			
20110324	-	2011-03-24	III	SPCC24B10.15		CDS	added	927990..929387			
20110324	-	2011-03-24	III	SPCC24B10.15		CDS	removed	927999..929387			
20110324	-	2011-03-24	III	SPCC24B10.16c		CDS	added	complement(929755..930129)			
20110324	-	2011-03-24	III	SPCC24B10.16c		CDS	removed	complement(929755..930087)			
20110324	-	2011-03-24	III	SPCC24B10.19c		CDS	added	complement(join(932963..934284,934764..934923))			
20110324	-	2011-03-24	III	SPCC24B10.19c		CDS	removed	complement(join(932963..934284,934401..934446))			
20110324	-	2011-03-24	III	SPCC285.07c	wtf18	CDS	added	complement(join(1807004..1807131,1807182..1807244,1807285..1807476,1807513..1807726,1807760..1807836,1807885..1808157,1808396..1808534))			
20110324	-	2011-03-24	III	SPCC285.07c	wtf18	CDS	removed	complement(join(1807004..1807476,1807513..1807836,1807885..1808157,1808396..1808534))			
20110324	-	2011-03-24	III	SPCC330.10	pcm1	CDS	added	129931..131013			
20110324	-	2011-03-24	III	SPCC330.10	pcm1	CDS	removed	129844..131013			
20110324	-	2011-03-24	III	SPCC338.10c	cox5	CDS	added	1357866..1358426			
20110324	-	2011-03-24	III	SPCC338.10c	cox5	CDS	removed	1357902..1358426			
20110324	-	2011-03-24	III	SPCC417.11c		CDS	added	complement(1698190..1699506)			
20110324	-	2011-03-24	III	SPCC417.11c		CDS	removed	complement(1698190..1699497)			
20110324	-	2011-03-24	III	SPCC417.12		CDS	added	1699682..1701301			
20110324	-	2011-03-24	III	SPCC417.12		CDS	removed	1699739..1701301			
20110324	-	2011-03-24	III	SPCC4B3.09c		CDS	added	join(1160510..1160544,1160594..1161080)			
20110324	-	2011-03-24	III	SPCC4B3.09c		CDS	removed	join(1160411..1160544,1160594..1161080)			
20110324	-	2011-03-24	III	SPCC550.14	vgl1	CDS	added	1217142..1221017			
20110324	-	2011-03-24	III	SPCC550.14	vgl1	CDS	removed	1217178..1221017			
20110324	-	2011-03-24	III	SPCC553.05c		CDS	added	complement(join(297354..297655,297705..297950,298119..298194))			
20110324	-	2011-03-24	III	SPCC553.05c	wtf6	CDS	removed	complement(join(297140..297216,297266..297308,297384..297655,297705..297950,298119..298258))			
20110324	-	2011-03-24	III	SPCC553.11c		CDS	added	join(281902..281936,281981..281986,282056..282137,282204..282410)			
20110324	-	2011-03-24	III	SPCC553.11c		CDS	removed	join(281902..281936,282056..282137,282204..282410)			
20110324	-	2011-03-24	III	SPCC569.03		CDS	added	complement(join(2430334..2430776,2430840..2431524))			
20110324	-	2011-03-24	III	SPCC569.03		CDS	removed	complement(2430334..2431524)			
20110324	-	2011-03-24	III	SPCC584.14	mug160	CDS	added	1518916..1520220			
20110324	-	2011-03-24	III	SPCC584.14	mug160	CDS	removed	1518925..1520220			
20110324	-	2011-03-24	III	SPCC594.04c		CDS	added	complement(362699..363733)			
20110324	-	2011-03-24	III	SPCC594.04c		CDS	removed	complement(362699..363715)			
20110324	-	2011-03-24	III	SPCC613.08		CDS	added	join(93146..93230,93285..93496,93618..94169)			
20110324	-	2011-03-24	III	SPCC613.08		CDS	removed	join(93017..93230,93285..93496,93618..94169)			
20110324	-	2011-03-24	III	SPCC63.03		CDS	added	join(837605..837658,837720..838933,838984..839404,839462..839591,839638..839657)			
20110324	-	2011-03-24	III	SPCC63.03		CDS	removed	join(837605..837658,837720..838933,838984..839404,839462..839701)			
20110324	-	2011-03-24	III	SPCC63.10c	sec59	CDS	added	complement(join(854651..855926,855984..856222))			
20110324	-	2011-03-24	III	SPCC63.10c	sec59	CDS	removed	complement(join(854651..855926,855984..856213))			
20110324	-	2011-03-24	III	SPCC645.02	gep4	CDS	added	join(1229724..1230275,1230330..1230407)			
20110324	-	2011-03-24	III	SPCC645.02	gep4	CDS	removed	1229724..1230290			
20110324	-	2011-03-24	III	SPCC663.02	wtf14	CDS	added	join(1630438..1630567,1630639..1630863,1630913..1631164,1631205..1631267,1631331..1631350)			
20110324	-	2011-03-24	III	SPCC663.02	wtf14	CDS	removed	join(1630438..1630567,1630639..1630863,1630913..1631226)			
20110324	-	2011-03-24	III	SPCC663.15c		CDS	added	complement(join(1660282..1662248,1662493..1662562))			
20110324	-	2011-03-24	III	SPCC663.15c		CDS	removed	complement(1660282..1662255)			
20110324	-	2011-03-24	III	SPCC663.17	wtf15	CDS	added	join(1632825..1632963,1633169..1633426,1633474..1633710,1633750..1633806,1633866..1633942)			
20110324	-	2011-03-24	III	SPCC663.17	wtf15	CDS	removed	1632825..1633709			
20110324	-	2011-03-24	III	SPCC736.05	wtf7	CDS	added	join(320608..320755,320964..321335,321387..321523)			
20110324	-	2011-03-24	III	SPCC736.05	wtf7	CDS	removed	join(320617..320755,320964..321335,321387..321523)			
20110324	-	2011-03-24	III	SPCC757.04		CDS	added	join(50527..50552,50602..50626,50678..52537)			
20110324	-	2011-03-24	III	SPCC757.04		CDS	removed	join(50358..50552,50678..52537)			
20110324	-	2011-03-24	III	SPCC757.10	vph2	CDS	added	join(68531..68953,69017..69235)			
20110324	-	2011-03-24	III	SPCC757.10	vph2	CDS	removed	join(68612..68953,69017..69235)			
20110324	-	2011-03-24	III	SPCC777.02		CDS	added	join(1599182..1599195,1599267..1599291,1599374..1601173)			
20110324	-	2011-03-24	III	SPCC777.02		CDS	removed	join(1598981..1599054,1599267..1599291,1599374..1601173)			
20110324	-	2011-03-24	III	SPCC777.13	vps35	CDS	added	join(1619556..1621163,1621204..1621317,1621361..1621710,1621765..1621822,1621870..1621944,1622032..1622337)			
20110324	-	2011-03-24	III	SPCC777.13	vps35	CDS	removed	join(1619709..1621163,1621204..1621317,1621361..1621710,1621765..1621822,1621870..1621944,1622032..1622337)			
20110324	-	2011-03-24	III	SPCC790.03		CDS	added	join(2245960..2246125,2246172..2246448,2246603..2246915)			
20110324	-	2011-03-24	III	SPCC790.03		CDS	removed	join(2245969..2246125,2246172..2246448,2246603..2246915)			
20110324	-	2011-03-24	III	SPCC970.01	rad16	CDS	added	complement(join(514906..515322,515363..515623,515669..515794,515837..516164,516204..516552,516602..516885,516936..517412,517459..517581,517635..517903))			
20110324	-	2011-03-24	III	SPCC970.01	rad16	CDS	removed	complement(join(514906..515322,515363..515794,515837..516164,516204..516552,516602..516885,516936..517412,517459..517581,517635..517903))			
20110324	-	2011-03-24	III	SPCC970.09	sec8	CDS	added	complement(join(492370..492784,492832..493062,493108..493549,493600..493738,493780..493954,494003..495612,495673..495722,495767..495926))			
20110324	-	2011-03-24	III	SPCC970.09	sec8	CDS	removed	complement(join(492370..492784,492832..493549,493600..493738,493780..493954,494003..495612,495673..495722,495767..495926))			
20110324	-	2011-03-24	III	SPCC970.12	mis18	CDS	added	complement(join(513931..514092,514167..514251,514293..514328,514377..514463,514511..514571,514617..514770))			
20110324	-	2011-03-24	III	SPCC970.12	mis18	CDS	removed	complement(join(514122..514251,514293..514328,514377..514463,514511..514571,514617..514770))			
20110324	-	2011-03-24	III	SPCPB16A4.02c		CDS	added	complement(join(944872..945632,945671..945746,945797..945859,946141..946260))			
20110324	-	2011-03-24	III	SPCPB16A4.02c		CDS	removed	complement(join(944872..945632,945671..945713,945797..945859,946141..946260))			
20110304	-	2011-03-04	I	SPAC1006.03c	red1	CDS	added	complement(join(5071212..5071417,5071462..5073188,5073389..5073449,5073728..5073872))			intron donor corrected
20110304	-	2011-03-04	I	SPAC1006.03c		CDS	removed	complement(join(5071212..5071417,5071456..5073188,5073389..5073449,5073728..5073872))			intron donor corrected
20110304	-	2011-03-04	II	SPBC2G2.09c	crs1	CDS	added	complement(join(3452323..3452540,3452589..3452769,3452822..3452877,3452918..3453077,3453119..3453406))			
20110304	-	2011-03-04	II	SPBC2G2.09c	crs1	CDS	removed	complement(join(3452323..3452540,3452589..3452769,3452922..3453077,3453119..3453406))			
20110304	-	2011-03-04	II	SPBC947.10	dsc1	CDS	added	complement(join(653091..653363,653432..655246))		pers. comm. E. Stewart	N-terminal extended to use upstream methionine
20110304	-	2011-03-04	II	SPBC947.10	dsc1	CDS	removed	complement(join(653091..653363,653432..655189))		pers. comm. E. Stewart	N-terminal extended to use upstream methionine
20110204	-	2011-02-04	I	SPAC11D3.11c		CDS	added	complement(join(128025..129059,129103..129127,129172..129185))			
20110204	-	2011-02-04	I	SPAC11D3.11c		CDS	removed	complement(join(127165..129059,129103..129127,129172..129185))			
20110204	-	2011-02-04	I	SPAC13F5.07c		CDS	added	complement(join(2184865..2185282,2185472..2185551))		PMID:21270388	
20110204	-	2011-02-04	I	SPAC13F5.07c		CDS	removed	complement(2184865..2185182)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC18B11.05	gpi18	CDS	added	complement(join(308381..309719,309751..309806))		PMID:21270388	
20110204	-	2011-02-04	I	SPAC18B11.05	gpi18	CDS	removed	complement(308381..309661)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC29A4.03c		CDS	added	join(5142407..5142628,5142631..5143224)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC29A4.03c		CDS	removed	5142826..5143224		PMID:21270388	
20110204	-	2011-02-04	I	SPAC3A11.03		CDS	added	join(3466462..3466483,3466772..3467472,3467608..3467835)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC3A11.03		CDS	removed	join(3466462..3466483,3466772..3467493)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC688.04c	gst3	CDS	added	complement(3116067..3116795)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC688.04c	gst3	CDS	removed	complement(3116067..3116744)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC688.11	end4	CDS	added	3135125..3138433		PMID:21270388	
20110204	-	2011-02-04	I	SPAC688.11	end4	CDS	removed	3135155..3138433		PMID:21270388	
20110204	-	2011-02-04	I	SPAC823.04		CDS	added	join(2587729..2587897,2587952..2588028,2588031..2588143,2588182..2588620)		PMID:21270388	
20110204	-	2011-02-04	I	SPAC823.04		CDS	removed	join(2587729..2587897,2588106..2588620)		PMID:21270388	
20110204	-	2011-02-04	I	SPACUNK4.14	mdb1	CDS	added	complement(join(2883184..2883489,2883542..2884783,2884840..2884932,2884987..2885220))		PMID:21270388	
20110204	-	2011-02-04	I	SPACUNK4.14	mdb1	CDS	removed	complement(join(2883184..2883489,2883542..2884783,2884840..2884854))		PMID:21270388	
20110204	-	2011-02-04	I	SPAPB17E12.14c		CDS	added	complement(1286916..1288922)		PMID:21270388	
20110204	-	2011-02-04	I	SPAPB17E12.14c		CDS	removed	complement(1286916..1288340)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC16H5.12c		CDS	added	join(2274073..2274084,2274139..2274301,2274610..2274721,2274781..2276707)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC16H5.12c		CDS	removed	join(2274403..2274412,2274610..2274721,2274781..2276707)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC1709.12	rid1	CDS	added	join(1122828..1123246,1123385..1123532,1123601..1124133,1124183..1124285)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC1709.12	rid1	CDS	removed	join(1122828..1123246,1123385..1123532,1123601..1124137)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC1711.10c	npl4	CDS	added	complement(join(2152462..2152575,2152627..2154144,2154207..2154287,2154333..2154335))		PMID:21270388	
20110204	-	2011-02-04	II	SPBC1711.10c	npl4	CDS	removed	complement(join(2152591..2154144,2154207..2154287,2154333..2154335))		PMID:21270388	
20110204	-	2011-02-04	II	SPBC25H2.11c	spt7	CDS	added	join(3263377..3263950,3263992..3264191,3264246..3264284,3264337..3264438,3264481..3264619,3264667..3265910,3265950..3266093,3266137..3266351,3266397..3266718)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC25H2.11c	spt7	CDS	removed	join(3263377..3263950,3263992..3264191,3264337..3264438,3264481..3264619,3264667..3265910,3265950..3266093,3266137..3266351,3266397..3266718)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC29A10.17		CDS	added	join(2573866..2573903,2573998..2574093,2574137..2574214,2574277..2574487)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC29A10.17		CDS	removed	join(2574032..2574093,2574137..2574214,2574277..2574487)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC4F6.10	vps901	CDS	added	join(2708076..2709415,2709418..2709793)		PMID:21270388	
20110204	-	2011-02-04	II	SPBC4F6.10	vps901	CDS	removed	2708076..2709689		PMID:21270388	
20110204	-	2011-02-04	II	SPBP8B7.31		CDS	added	join(3698333..3698414,3698473..3698724,3698800..3698919,3698973..3699037)		PMID:21270388	
20110204	-	2011-02-04	II	SPBP8B7.31		CDS	removed	join(3698333..3698414,3698473..3698724,3698800..3698999)		PMID:21270388	
20110204	-	2011-02-04	III	SPCC1322.16	phb2	CDS	added	join(1323844..1324147,1324355..1324621,1324678..1324746,1324796..1325022)		PMID:21270388	
20110204	-	2011-02-04	III	SPCC1322.16	phb2	CDS	removed	join(1323871..1324147,1324355..1324621,1324678..1324746,1324796..1325022)		PMID:21270388	
20110204	-	2011-02-04	III	SPCC4G3.15c	not2	CDS	added	join(441589..441688,441749..442145,442214..442432,442492..442696)			
