Date	Systematic ID	Primary name	Before / After change	Coordinates	Comment	Reference
2011-03-24	SPCC18.15		after	III:join(1983372..1983547,1983594..1983641,1984126..1984882)		
2011-03-24	SPCC18.15		before	III:join(1983372..1983547,1984126..1984882)		
2011-03-24	SPCC1884.02	nic1	after	III:43845..45071		
2011-03-24	SPCC1884.02	nic1	before	III:43854..45071		
2011-03-24	SPCC18B5.07c	nup61	after	III:complement(join(731472..732703,732752..733050,733103..733221))		
2011-03-24	SPCC18B5.07c	nup61	before	III:complement(join(731472..733050,733103..733221))		
2011-03-24	SPCC1919.14c	bdp1	after	III:complement(join(2237547..2237788,2237833..2237980,2238019..2238668,2238719..2239210,2239256..2239286))		
2011-03-24	SPCC1919.14c	bdp1	before	III:complement(join(2237547..2237788,2237833..2237980,2238019..2238668,2238719..2239202))		
2011-03-24	SPCC23B6.01c		after	III:complement(join(1264730..1266005,1266340..1266417,1266512..1266543,1266671..1266717,1266821..1266827))		
2011-03-24	SPCC23B6.01c		before	III:complement(join(1264730..1266005,1266340..1266417,1266512..1266543,1266671..1266754))		
2011-03-24	SPCC23B6.02c		after	III:complement(join(1268158..1268172,1268244..1268564))		
2011-03-24	SPCC23B6.02c		before	III:complement(join(1268069..1268172,1268249..1268564))		
2011-03-24	SPCC24B10.15		after	III:927990..929387		
2011-03-24	SPCC24B10.15		before	III:927999..929387		
2011-03-24	SPCC24B10.16c		after	III:complement(929755..930129)		
2011-03-24	SPCC24B10.16c		before	III:complement(929755..930087)		
2011-03-24	SPCC24B10.19c		after	III:complement(join(932963..934284,934764..934923))		
2011-03-24	SPCC24B10.19c		before	III:complement(join(932963..934284,934401..934446))		
2011-03-24	SPCC285.07c	wtf18	after	III:complement(join(1807004..1807131,1807182..1807244,1807285..1807476,1807513..1807726,1807760..1807836,1807885..1808157,1808396..1808534))		
2011-03-24	SPCC285.07c	wtf18	before	III:complement(join(1807004..1807476,1807513..1807836,1807885..1808157,1808396..1808534))		
2011-03-24	SPCC330.10	pcm1	after	III:129931..131013		
2011-03-24	SPCC330.10	pcm1	before	III:129844..131013		
2011-03-24	SPCC338.10c	cox5	after	III:1357866..1358426		
2011-03-24	SPCC338.10c	cox5	before	III:1357902..1358426		
2011-03-24	SPCC417.11c		after	III:complement(1698190..1699506)		
2011-03-24	SPCC417.11c		before	III:complement(1698190..1699497)		
2011-03-24	SPCC417.12		after	III:1699682..1701301		
2011-03-24	SPCC417.12		before	III:1699739..1701301		
2011-03-24	SPCC4B3.09c		after	III:join(1160510..1160544,1160594..1161080)		
2011-03-24	SPCC4B3.09c		before	III:join(1160411..1160544,1160594..1161080)		
2011-03-24	SPCC550.14	vgl1	after	III:1217142..1221017		
2011-03-24	SPCC550.14	vgl1	before	III:1217178..1221017		
2011-03-24	SPCC553.05c		after	III:complement(join(297354..297655,297705..297950,298119..298194))		
2011-03-24	SPCC553.05c	wtf6	before	III:complement(join(297140..297216,297266..297308,297384..297655,297705..297950,298119..298258))		
2011-03-24	SPCC553.11c		after	III:join(281902..281936,281981..281986,282056..282137,282204..282410)		
2011-03-24	SPCC553.11c		before	III:join(281902..281936,282056..282137,282204..282410)		
2011-03-24	SPCC569.03		after	III:complement(join(2430334..2430776,2430840..2431524))		
2011-03-24	SPCC569.03		before	III:complement(2430334..2431524)		
2011-03-24	SPCC584.14	mug160	after	III:1518916..1520220		
2011-03-24	SPCC584.14	mug160	before	III:1518925..1520220		
2011-03-24	SPCC594.04c		after	III:complement(362699..363733)		
2011-03-24	SPCC594.04c		before	III:complement(362699..363715)		
2011-03-24	SPCC613.08		after	III:join(93146..93230,93285..93496,93618..94169)		
2011-03-24	SPCC613.08		before	III:join(93017..93230,93285..93496,93618..94169)		
2011-03-24	SPCC63.03		after	III:join(837605..837658,837720..838933,838984..839404,839462..839591,839638..839657)		
2011-03-24	SPCC63.03		before	III:join(837605..837658,837720..838933,838984..839404,839462..839701)		
2011-03-24	SPCC63.10c	sec59	after	III:complement(join(854651..855926,855984..856222))		
2011-03-24	SPCC63.10c	sec59	before	III:complement(join(854651..855926,855984..856213))		
2011-03-24	SPCC645.02	gep4	after	III:join(1229724..1230275,1230330..1230407)		
2011-03-24	SPCC645.02	gep4	before	III:1229724..1230290		
2011-03-24	SPCC663.02	wtf14	after	III:join(1630438..1630567,1630639..1630863,1630913..1631164,1631205..1631267,1631331..1631350)		
2011-03-24	SPCC663.02	wtf14	before	III:join(1630438..1630567,1630639..1630863,1630913..1631226)		
2011-03-24	SPCC663.15c		after	III:complement(join(1660282..1662248,1662493..1662562))		
2011-03-24	SPCC663.15c		before	III:complement(1660282..1662255)		
2011-03-24	SPCC663.17	wtf15	after	III:join(1632825..1632963,1633169..1633426,1633474..1633710,1633750..1633806,1633866..1633942)		
2011-03-24	SPCC663.17	wtf15	before	III:1632825..1633709		
2011-03-24	SPCC736.05	wtf7	after	III:join(320608..320755,320964..321335,321387..321523)		
2011-03-24	SPCC736.05	wtf7	before	III:join(320617..320755,320964..321335,321387..321523)		
2011-03-24	SPCC757.04		after	III:join(50527..50552,50602..50626,50678..52537)		
2011-03-24	SPCC757.04		before	III:join(50358..50552,50678..52537)		
2011-03-24	SPCC757.10	vph2	after	III:join(68531..68953,69017..69235)		
2011-03-24	SPCC757.10	vph2	before	III:join(68612..68953,69017..69235)		
2011-03-24	SPCC777.02		after	III:join(1599182..1599195,1599267..1599291,1599374..1601173)		
2011-03-24	SPCC777.02		before	III:join(1598981..1599054,1599267..1599291,1599374..1601173)		
2011-03-24	SPCC777.13	vps35	after	III:join(1619556..1621163,1621204..1621317,1621361..1621710,1621765..1621822,1621870..1621944,1622032..1622337)		
2011-03-24	SPCC777.13	vps35	before	III:join(1619709..1621163,1621204..1621317,1621361..1621710,1621765..1621822,1621870..1621944,1622032..1622337)		
2011-03-24	SPCC790.03		after	III:join(2245960..2246125,2246172..2246448,2246603..2246915)		
2011-03-24	SPCC790.03		before	III:join(2245969..2246125,2246172..2246448,2246603..2246915)		
2011-03-24	SPCC970.01	rad16	after	III:complement(join(514906..515322,515363..515623,515669..515794,515837..516164,516204..516552,516602..516885,516936..517412,517459..517581,517635..517903))		
2011-03-24	SPCC970.01	rad16	before	III:complement(join(514906..515322,515363..515794,515837..516164,516204..516552,516602..516885,516936..517412,517459..517581,517635..517903))		
2011-03-24	SPCC970.09	sec8	after	III:complement(join(492370..492784,492832..493062,493108..493549,493600..493738,493780..493954,494003..495612,495673..495722,495767..495926))		
2011-03-24	SPCC970.09	sec8	before	III:complement(join(492370..492784,492832..493549,493600..493738,493780..493954,494003..495612,495673..495722,495767..495926))		
2011-03-24	SPCC970.12	mis18	after	III:complement(join(513931..514092,514167..514251,514293..514328,514377..514463,514511..514571,514617..514770))		
2011-03-24	SPCC970.12	mis18	before	III:complement(join(514122..514251,514293..514328,514377..514463,514511..514571,514617..514770))		
2011-03-24	SPCPB16A4.02c		after	III:complement(join(944872..945632,945671..945746,945797..945859,946141..946260))		
2011-03-24	SPCPB16A4.02c		before	III:complement(join(944872..945632,945671..945713,945797..945859,946141..946260))		
2011-03-04	SPAC1006.03c	red1	after	I:complement(join(5071212..5071417,5071462..5073188,5073389..5073449,5073728..5073872))	intron donor corrected	
2011-03-04	SPAC1006.03c		before	I:complement(join(5071212..5071417,5071456..5073188,5073389..5073449,5073728..5073872))	intron donor corrected	
2011-03-04	SPBC2G2.09c	crs1	after	II:complement(join(3452323..3452540,3452589..3452769,3452822..3452877,3452918..3453077,3453119..3453406))		
2011-03-04	SPBC2G2.09c	crs1	before	II:complement(join(3452323..3452540,3452589..3452769,3452922..3453077,3453119..3453406))		
2011-03-04	SPBC947.10	dsc1	after	II:complement(join(653091..653363,653432..655246))	N-terminal extended to use upstream methionine	pers. comm. E. Stewart
2011-03-04	SPBC947.10	dsc1	before	II:complement(join(653091..653363,653432..655189))	N-terminal extended to use upstream methionine	pers. comm. E. Stewart
2011-02-04	SPAC11D3.11c		after	I:complement(join(128025..129059,129103..129127,129172..129185))		
2011-02-04	SPAC11D3.11c		before	I:complement(join(127165..129059,129103..129127,129172..129185))		
2011-02-04	SPAC13F5.07c		after	I:complement(join(2184865..2185282,2185472..2185551))		PMID:21270388
2011-02-04	SPAC13F5.07c		before	I:complement(2184865..2185182)		PMID:21270388
2011-02-04	SPAC18B11.05	gpi18	after	I:complement(join(308381..309719,309751..309806))		PMID:21270388
2011-02-04	SPAC18B11.05	gpi18	before	I:complement(308381..309661)		PMID:21270388
2011-02-04	SPAC29A4.03c		after	I:join(5142407..5142628,5142631..5143224)		PMID:21270388
2011-02-04	SPAC29A4.03c		before	I:5142826..5143224		PMID:21270388
2011-02-04	SPAC3A11.03		after	I:join(3466462..3466483,3466772..3467472,3467608..3467835)		PMID:21270388
2011-02-04	SPAC3A11.03		before	I:join(3466462..3466483,3466772..3467493)		PMID:21270388
2011-02-04	SPAC688.04c	gst3	after	I:complement(3116067..3116795)		PMID:21270388
2011-02-04	SPAC688.04c	gst3	before	I:complement(3116067..3116744)		PMID:21270388
2011-02-04	SPAC688.11	end4	after	I:3135125..3138433		PMID:21270388
2011-02-04	SPAC688.11	end4	before	I:3135155..3138433		PMID:21270388
2011-02-04	SPAC823.04		after	I:join(2587729..2587897,2587952..2588028,2588031..2588143,2588182..2588620)		PMID:21270388
2011-02-04	SPAC823.04		before	I:join(2587729..2587897,2588106..2588620)		PMID:21270388
2011-02-04	SPACUNK4.14	mdb1	after	I:complement(join(2883184..2883489,2883542..2884783,2884840..2884932,2884987..2885220))		PMID:21270388
2011-02-04	SPACUNK4.14	mdb1	before	I:complement(join(2883184..2883489,2883542..2884783,2884840..2884854))		PMID:21270388
2011-02-04	SPAPB17E12.14c		after	I:complement(1286916..1288922)		PMID:21270388
2011-02-04	SPAPB17E12.14c		before	I:complement(1286916..1288340)		PMID:21270388
2011-02-04	SPBC16H5.12c		after	II:join(2274073..2274084,2274139..2274301,2274610..2274721,2274781..2276707)		PMID:21270388
2011-02-04	SPBC16H5.12c		before	II:join(2274403..2274412,2274610..2274721,2274781..2276707)		PMID:21270388
2011-02-04	SPBC1709.12	rid1	after	II:join(1122828..1123246,1123385..1123532,1123601..1124133,1124183..1124285)		PMID:21270388
2011-02-04	SPBC1709.12	rid1	before	II:join(1122828..1123246,1123385..1123532,1123601..1124137)		PMID:21270388
2011-02-04	SPBC1711.10c	npl4	after	II:complement(join(2152462..2152575,2152627..2154144,2154207..2154287,2154333..2154335))		PMID:21270388
2011-02-04	SPBC1711.10c	npl4	before	II:complement(join(2152591..2154144,2154207..2154287,2154333..2154335))		PMID:21270388
2011-02-04	SPBC25H2.11c	spt7	after	II:join(3263377..3263950,3263992..3264191,3264246..3264284,3264337..3264438,3264481..3264619,3264667..3265910,3265950..3266093,3266137..3266351,3266397..3266718)		PMID:21270388
2011-02-04	SPBC25H2.11c	spt7	before	II:join(3263377..3263950,3263992..3264191,3264337..3264438,3264481..3264619,3264667..3265910,3265950..3266093,3266137..3266351,3266397..3266718)		PMID:21270388
2011-02-04	SPBC29A10.17		after	II:join(2573866..2573903,2573998..2574093,2574137..2574214,2574277..2574487)		PMID:21270388
2011-02-04	SPBC29A10.17		before	II:join(2574032..2574093,2574137..2574214,2574277..2574487)		PMID:21270388
2011-02-04	SPBC4F6.10	vps901	after	II:join(2708076..2709415,2709418..2709793)		PMID:21270388
2011-02-04	SPBC4F6.10	vps901	before	II:2708076..2709689		PMID:21270388
2011-02-04	SPBP8B7.31		after	II:join(3698333..3698414,3698473..3698724,3698800..3698919,3698973..3699037)		PMID:21270388
2011-02-04	SPBP8B7.31		before	II:join(3698333..3698414,3698473..3698724,3698800..3698999)		PMID:21270388
2011-02-04	SPCC1322.16	phb2	after	III:join(1323844..1324147,1324355..1324621,1324678..1324746,1324796..1325022)		PMID:21270388
2011-02-04	SPCC1322.16	phb2	before	III:join(1323871..1324147,1324355..1324621,1324678..1324746,1324796..1325022)		PMID:21270388
2011-02-04	SPCC4G3.15c	not2	after	III:join(441589..441688,441749..442145,442214..442432,442492..442696)		
2011-02-04	SPCC4G3.15c	not2	before	III:join(442039..442145,442214..442432,442492..442696)		
2011-02-04	SPCC622.17	apn1	after	III:join(1435178..1435181,1435272..1435335,1435596..1435850,1435923..1436649)	added 2 5’ exons	PMID:21193357
2011-02-04	SPCC622.17	apn1	before	III:join(1435549..1435850,1435923..1436649)	added 2 5’ exons	PMID:21193357
2010-12-09	SPAC22G7.04	ubp13	after	I:join(732880..732897,732942..733040,733085..733251,733369..733495,733536..734113,734151..735457,735495..736465)		pers. comm. James Iben
2010-12-09	SPAC22G7.04	ubp13	before	I:join(732880..732897,732942..733040,733085..733251,733288..733495,733536..734113,734151..735457,735495..736465)		pers. comm. James Iben
2010-10-15	SPAC27F1.09c	prp10	after	I:complement(join(4333170..4336555,4336622..4336726,4336778..4336787))	added intron to match fully spliced	PMID:9837997
2010-10-15	SPAC27F1.09c	prp10	before	I:complement(join(4333170..4336726,4336778..4336787))	added intron to match fully spliced	PMID:9837997
2010-10-15	SPAPB24D3.05c		after	I:complement(join(2954983..2955191,2955194..2955350))		
2010-10-15	SPAPB24D3.05c		before	I:complement(join(2954989..2955191,2955191..2955350))		
2010-10-15	SPCC285.06c	wtf17	after	III:complement(join(1805166..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))		
2010-10-15	SPCC285.06c	wtf17	before	III:complement(join(1805165..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))		
2010-09-28	SPAPB24D3.05c		after	I:complement(join(2954989..2955191,2955191..2955350))		
2010-09-28	SPAPB24D3.05c		before	I:complement(2954989..2955350)		
2010-09-28	SPCC285.06c	wtf17	after	III:complement(join(1805165..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))		
2010-09-28	SPCC285.06c	wtf17	before	III:complement(join(1805169..1805242,1805299..1805352,1805393..1805614,1805664..1805909,1806076..1806225,1806411..1806450))		
2010-05-20	SPAC458.04c	dil1	after	I:complement(join(4737605..4738147,4738189..4738283,4738330..4738740,4738779..4738854))		pers. comm. Val Wood
2010-05-20	SPAC458.04c		before	I:complement(join(4737605..4738147,4738189..4738283,4738330..4738714))		pers. comm. Val Wood
2010-05-20	SPCC306.10	wtf8	after	III:join(427445..427583,427752..427997,428072..428290,428336..428527,428568..428630,428681..428763)	pseudo->coding	pers. comm. Val Wood
2010-05-20	SPCC306.10	wtf8	before	III:join(427445..427583,427752..427997,428047..428290,428336..428527,428568..428630,428681..428763)	pseudo->coding	pers. comm. Val Wood
2010-05-20	SPCC5E4.10c		after	III:complement(join(651622..651905,651973..652045,652115..652225,652280..652371,652419..652455))		pers. comm. K. Gould
2010-05-20	SPCC5E4.10c		before	III:complement(join(651622..651905,651973..651994))		pers. comm. K. Gould
2010-01-29	SPAC29B12.08		after	I:join(5429038..5429045,5429119..5431072)	replaced exon 5428786..5428883 with 5429038.. 5429045	pers. comm. Val Wood
2010-01-29	SPAC29B12.08		before	I:join(5428786..5428883,5429122..5431072)	replaced exon 5428786..5428883 with 5429038.. 5429045	pers. comm. Val Wood
2010-01-29	SPBC1348.11		after	II:join(33231..33602,33608..34291,34295..34780)		
2010-01-29	SPBC1348.11		before	II:33231..34820		
2010-01-29	SPBC1348.12		after	II:join(35112..35171,35211..35612,35748..35883,35928..36125,36234..36589)	pseudo->coding	pers. comm. Val Wood
2010-01-29	SPBC1348.12		before	II:35223..36658	pseudo->coding	pers. comm. Val Wood
2010-01-29	SPBC1348.13		after	II:36892..37188		
2010-01-29	SPBC1348.13		before	II:36901..37263		
2010-01-29	SPBC18E5.15		after	II:join(2091892..2091985,2091987..2092234)		
2010-01-29	SPBC18E5.15		before	II:join(2091892..2091982,2092041..2092234)		
2010-01-29	SPBC31A8.02		after	II:1268093..1268452		
2010-01-29	SPBC31A8.02		before	II:1268094..1268452		
2010-01-29	SPBC3E7.04c		after	II:complement(join(2662663..2662759,2662838..2663575,2663638..2663774,2663828..2663941,2664009..2664173))		
2010-01-29	SPBC3E7.04c		before	II:complement(join(2662488..2662650,2662697..2662759,2662838..2663575,2663638..2663691,2663828..2663941,2664036..2664236,2664476..2664652))		
2010-01-29	SPBPB21E7.02c		after	II:complement(join(60553..61094,61286..61379))		
2010-01-29	SPBPB21E7.02c		before	II:complement(join(60553..61107,61119..61205))		
2010-01-29	SPCP20C8.03		after	III:join(32624..32956,32959..33393)		
2010-01-29	SPCP20C8.03		before	III:32624..33393		
2009-10-23	SPBC18H10.08c	ubp4	after	II:complement(join(1784219..1785748,1785937..1786080,1786141..1786248))	missing 2 N-terminal exons	pers. comm. I. Kouranti
2009-10-23	SPBC18H10.08c	ubp4	before	II:complement(1784219..1785535)	missing 2 N-terminal exons	pers. comm. I. Kouranti
2009-10-23	SPBC2A9.07c		after	II:complement(2959078..2959902)	removed intron	pers. comm. Cathrine Arnason Boe
2009-10-23	SPBC2A9.07c		before	II:complement(join(2959078..2959129,2959172..2959902))	removed intron	pers. comm. Cathrine Arnason Boe
2009-10-23	SPBP22H7.09c	mis15	after	II:complement(join(1448815..1449603,1449657..1449790,1449849..1450155))		
2009-10-23	SPBP22H7.09c	mis15	before	II:complement(join(1448815..1449374,1449428..1449790,1449849..1450155))		
2009-09-04	SPAC1F8.07c		after	I:complement(join(101836..101869,101872..103544))		
2009-09-04	SPAC1F8.07c		before	I:complement(join(101836..101872,101872..103544))		
2009-08-19	SPBC13E7.01	cwf22	after	II:join(3037988..3040331,3040334..3040650)		PMID:21270388
2009-08-19	SPBC13E7.01	cwf22	before	II:join(3037988..3040331,3040331..3040650)		PMID:21270388
2009-08-19	SPBC14C8.09c		after	II:complement(join(2219430..2219934,2219937..2220322))		
2009-08-19	SPBC14C8.09c		before	II:complement(join(2219430..2219937,2219937..2220322))		
2009-08-19	SPBC1A4.06c		after	II:complement(join(1987044..1987099,1987102..1987675,1987737..1988015,1988081..1988353))		
2009-08-19	SPBC1A4.06c		before	II:complement(join(1987044..1987102,1987102..1987675,1987737..1988015,1988081..1988353))		
2009-08-19	SPBC23G7.06c		after	II:complement(join(2106448..2108178,2108181..2108786))		
2009-08-19	SPBC23G7.06c		before	II:complement(join(2106448..2108181,2108181..2108786))		
2009-08-19	SPBC29A3.08	pof4	after	II:join(2053033..2053517,2053519..2053600)	frameshifted; truncated to 2048336..2049892, 2049894..2049896	
2009-08-19	SPBC29A3.08	pof4	before	II:2053033..2053632	frameshifted; truncated to 2048336..2049892, 2049894..2049896	
2009-08-19	SPBC337.02c		after	II:complement(join(1032857..1033607,1033610..1033776))		
2009-08-19	SPBC337.02c		before	II:complement(1032857..1033776)		
2009-08-19	SPCC1442.04c		after	III:complement(join(1773925..1774233,1774236..1775429))		
2009-08-19	SPCC1442.04c		before	III:complement(join(1773925..1774239,1774236..1775429))		
2009-07-30	SPBC428.20c	alp6	after	II:complement(join(481076..481552,481639..483437,483478..483539,483579..483706))		
2009-07-30	SPBC428.20c	alp6	before	II:complement(join(481076..481552,481639..483437,483478..483539,483579..483691))		
2009-07-30	SPBC800.02	whi5	after	II:join(253148..253231,253352..253984)	increased intron by 42bp 	pers. comm. Rob de Bruin
2009-07-30	SPBC800.02	whi5	before	II:join(253148..253231,253310..253984)	increased intron by 42bp 	pers. comm. Rob de Bruin
2009-07-06	SPCC16C4.01	sif2	after	III:join(658832..659139,659223..659488,659567..659628,659709..660197,660298..660321)		
2009-07-06	SPCC16C4.01	sif2	before	III:join(658832..659139,659223..659488,659567..659628,659709..660197,660298..660322)		
2009-05-01	SPBP23A10.07	rpa2	after	II:2008119..2011643	truncated N-term to agree with orthologs; 2007960 -> 2008119	pers. comm. Val Wood
2009-05-01	SPBP23A10.07	rpa2	before	II:2007960..2011643	truncated N-term to agree with orthologs; 2007960 -> 2008119	pers. comm. Val Wood
2009-05-01	SPCC548.04	urm1	after	III:join(223385..223407,223451..223603,223687..223796,223853..223860)	final exon 223687..223852 to 223687..223796, 223853.223860	pers. comm. Marc Feuermann, Uniprot (SIB)
2009-05-01	SPCC548.04		before	III:join(223385..223407,223451..223603,223687..223852)	final exon 223687..223852 to 223687..223796, 223853.223860	pers. comm. Marc Feuermann, Uniprot (SIB)
2009-02-19	SPAC1F8.07c		after	I:complement(join(101836..101872,101872..103544))	frameshifted	
2009-02-19	SPAC1F8.07c		before	I:complement(101760..103544)	frameshifted	
2009-02-19	SPAC22F3.11c	snu23	after	I:join(682874..682994,682996..683109,683160..683446)	frameshifted	
2009-02-19	SPAC22F3.11c	snu23	before	I:join(682874..683034,683102..683109,683160..683446)	frameshifted	
2009-02-19	SPAC23H3.04		after	I:join(2499035..2499159,2499161..2499353,2499443..2499824,2499875..2500236)		
2009-02-19	SPAC23H3.04		before	I:join(2499035..2499164,2499166..2499353,2499443..2499824,2499875..2500236)		
2009-02-19	SPBC13E7.01	cwf22	after	II:join(3037988..3040331,3040331..3040650)	frameshifted	
2009-02-19	SPBC13E7.01	cwf22	before	II:3037988..3040492	frameshifted	
2009-02-19	SPBC14C8.09c		after	II:complement(join(2219430..2219937,2219937..2220322))	merged with SPBC14C8.08c; frameshifted	
2009-02-19	SPBC14C8.09c		before	II:complement(2219888..2220322)	merged with SPBC14C8.08c; frameshifted	
2009-02-19	SPBC1A4.06c		after	II:complement(join(1987044..1987102,1987102..1987675,1987737..1988015,1988081..1988353))	frameshifted; C term exon changed from 1987076..1987675 to 1987044..1987675	
2009-02-19	SPBC1A4.06c		before	II:complement(join(1987076..1987675,1987737..1988015,1988081..1988353))	frameshifted; C term exon changed from 1987076..1987675 to 1987044..1987675	
2009-02-19	SPBC23G7.06c		after	II:complement(join(2106448..2108181,2108181..2108786))	frameshifted; now a single exon	
2009-02-19	SPBC23G7.06c		before	II:complement(join(2106448..2108254,2108356..2108786))	frameshifted; now a single exon	
2009-02-19	SPBC29A3.06		after	II:join(2048336..2049892,2049894..2049896)		
2009-02-19	SPBC29A3.06		before	II:2048336..2050006		
2009-02-19	SPBC725.12	nbl1	after	II:join(1227762..1227876,1227926..1228094,1228166..1228307)		pers. comm. Kathy Gould
2009-02-19	SPBC725.12	mug118	before	II:join(1227762..1227876,1227926..1228098)		pers. comm. Kathy Gould
2009-02-19	SPCC1442.04c		after	III:complement(join(1773925..1774239,1774236..1775429))	frameshifted	
2009-02-19	SPCC1442.04c		before	III:complement(1774200..1775429)	frameshifted	
2009-01-14	SPAC31G5.12c	maf1	after	I:complement(join(3008184..3008795,3009160..3009258,3009312..3009317))		PMID:15590667
2009-01-14	SPAC31G5.12c	maf1	before	I:complement(join(3008184..3008795,3008914..3008957,3009044..3009089))		PMID:15590667
2009-01-14	SPAPB1E7.14	iec5	after	I:join(3321979..3322018,3322071..3322331,3322379..3322512)		PMID:19040720
2009-01-14	SPAPB1E7.14		before	I:join(3322106..3322331,3322379..3322512)		PMID:19040720,PMID:18488015
2008-12-10	SPAC23H3.04		after	I:join(2499035..2499164,2499166..2499353,2499443..2499824,2499875..2500236)		
2008-12-10	SPAC23H3.04		before	I:join(2499035..2499164,2499160..2499353,2499443..2499824,2499875..2500236)		
2008-12-10	SPAC688.04c	gst3	after	I:complement(3116067..3116744)		
2008-12-10	SPAC688.04c	gst3	before	I:complement(3116067..3116795)		
2008-09-22	SPBC11B10.10c	pht1	after	II:complement(1502642..1503064)	N terminal shortened to 2nd methionine; starting coordinate changed from 1503157 to 1503064	pers. comm. L Buchanan and F Stewart
2008-09-22	SPBC11B10.10c	pht1	before	II:complement(1502642..1503157)	N terminal shortened to 2nd methionine; starting coordinate changed from 1503157 to 1503064	pers. comm. L Buchanan and F Stewart
2008-08-27	SPAC959.05c		after	I:complement(join(3395685..3397327,3397383..3397579,3397681..3397852,3398029..3398701))	merged with SPAC959.06c; splicing is tentative	pers. comm. Charley Chahwan
2008-08-27	SPAC959.05c		before	I:complement(join(3395685..3397327,3397383..3397638))	merged with SPAC959.06c; splicing is tentative	pers. comm. Charley Chahwan
2008-08-27	SPBC18E5.14c		after	II:complement(join(2089944..2090330,2090431..2090556,2090620..2090943))	merged with SPBC18E5.09c	pers. comm. Charley Chahwan
2008-08-27	SPBC18E5.14c		before	II:complement(2089944..2090327)	merged with SPBC18E5.09c	pers. comm. Charley Chahwan
2008-08-27	SPBC31F10.08	mde2	after	II:join(3764820..3765437,3765491..3765709)		pers. comm. Charley Chahwan
2008-08-27	SPBC31F10.08	mde2	before	II:3764820..3765449		pers. comm. Charley Chahwan
2008-08-27	SPBC651.06	mug166	after	II:join(1247484..1248086,1248158..1248241,1248381..1248481,1248692..1248921,1248991..1249073,1249135..1249617)	merged with SPBC651.07	pers. comm. Charley Chahwan
2008-08-27	SPBC651.06	mug166	before	II:1247484..1248188	merged with SPBC651.07	pers. comm. Charley Chahwan
2008-07-16	SPAC25H1.10c	atp19	after	I:complement(join(2532904..2532928,2532991..2533127,2533170..2533214))		PMID:18488015
2008-07-16	SPAC25H1.10c	atp19	before	I:complement(join(2532905..2532928,2532991..2533127,2533170..2533214))		PMID:xxxxtemp
2008-07-16	SPAC6F6.16c	tpz1	after	I:complement(join(2763686..2764572,2764611..2764752,2764791..2764825,2764872..2765122,2765166..2765263,2765320..2765433))	merged with SPAC6F6.18c and five introns added	PMID:18535244
2008-07-16	SPAC6F6.16c		before	I:complement(2763686..2764534)	merged with SPAC6F6.18c and five introns added	PMID:18535244
2008-07-16	SPBC2G2.09c	crs1	after	II:complement(join(3452323..3452540,3452589..3452769,3452922..3453077,3453119..3453406))	added new C-terminal exon, deleted exon 3452822..3452877, extended intron 2 by 4 nucleotides	pers. comm. Charley Chahwan
2008-07-16	SPBC2G2.09c	crs1	before	II:complement(join(3452584..3452769,3452822..3452877,3452918..3453077,3453119..3453406))	added new C-terminal exon, deleted exon 3452822..3452877, extended intron 2 by 4 nucleotides	pers. comm. Charley Chahwan
2008-07-16	SPCC338.08	ctp1	after	III:complement(join(1358891..1359082,1359127..1359819))		
2008-07-16	SPCC338.08	ctp1	before	III:complement(join(1358891..1359082,1359121..1359819))		
2008-07-16	SPCC962.05	ast1	after	III:join(554521..554744,554865..556200)		pers. comm. Matthew O’Connell
2008-07-16	SPCC962.05	ast1	after	III:join(554521..554744,554865..556200)	intron position moved	pers comm. M. O’Connell
2008-07-16	SPCC962.05		before	III:join(554521..554722,554792..556200)	intron position moved	pers comm. M. O’Connell
2008-07-16	SPCC962.05		before	III:join(554521..554722,554792..556200)		pers. comm. Matthew O’Connell
2008-05-12	SPAC31G5.12c	maf1	after	I:complement(join(3008184..3008795,3008914..3008957,3009044..3009089))		
2008-05-12	SPAC31G5.12c	maf1	before	I:complement(join(3008184..3008795,3008893..3008928))		
2008-04-18	SPBC16C6.02c	vps1302	after	II:complement(join(4322829..4331555,4331641..4331793,4331856..4331968,4332007..4332028))	also adds new gene SPBC16C6.14, complement(4322221..4322622)	PMID:18367542
2008-04-18	SPBC16C6.02c	vps1302	before	II:complement(join(4322221..4322742,4322970..4331555,4331641..4331793,4331856..4331968,4332007..4332028))	also adds new gene SPBC16C6.14, complement(4322221..4322622)	PMID:18367542
2008-02-22	SPBC19G7.06	mbx1	after	II:join(2359429..2359479,2359547..2359693,2359845..2359928,2360001..2361092)	Solexa intron data; altered 3rd intron branch acceptor to agree with published	PMID:18488015
2008-02-22	SPBC19G7.06	mbx1	before	II:join(2359429..2359479,2359547..2359693,2359845..2359928,2360064..2361092)	Solexa intron data; altered 3rd intron branch acceptor to agree with published	PMID:18488015
2008-02-22	SPBC21C3.07c		before	II:complement(join(3807827..3807891,3807946..3808607,3808665..3808795))		
2008-02-22	SPBC21C3.07c		before	II:complement(join(3807920..3808607,3808665..3808795))	Solexa transread data; added two 3’ exons	PMID:18488015
